node,intermediate_visits,in_degree,out_degree
|1,0,0,484
1*2*5*9*11|1,6,50,12
3*5*9*11|1,4,50,12
4*5*9*11|1,28,45,17
1*2*4*5*9*11|1,2,127,7
3*4*5*9*11|1,0,69,7
4*6*9*11|1,0,24,25
1*2*4*6*9*11|1,1,73,7
5*6*9*11|1,12,39,14
2*5*6*9*11|1,0,65,8
3*5*6*9*11|1,0,70,5
4*5*6*9*11|1,0,146,3
1*2*4*5*6*9*11|1,0,75,4
3*4*5*6*9*11|1,1,212,2
4*5*7*9*11|1,1,71,9
1*2*4*5*7*9*11|1,2,120,4
3*4*5*7*9*11|1,0,107,4
1*2*4*5*6*7*9*11|1,0,96,2
8*9*11|1,14,35,41
2*8*9*11|1,8,56,20
1*2*8*9*11|1,0,94,10
3*8*9*11|1,0,39,15
4*8*9*11|1,6,25,24
2*4*8*9*11|1,12,129,12
3*4*8*9*11|1,5,88,8
5*8*9*11|1,1,35,17
2*5*8*9*11|1,0,60,12
1*2*5*8*9*11|1,0,92,6
3*5*8*9*11|1,1,89,7
4*5*8*9*11|1,18,78,8
3*4*5*8*9*11|1,0,121,4
4*6*8*9*11|1,5,49,11
1*2*4*6*8*9*11|1,0,239,3
5*6*8*9*11|1,7,118,5
2*5*6*8*9*11|1,0,164,3
1*2*5*6*8*9*11|1,0,164,2
4*5*6*8*9*11|1,0,305,1
4*5*7*8*9*11|1,1,200,2
3*4*5*7*8*9*11|1,0,196,1
4*5*6*7*8*9*11|1,0,484,0
10*11|1,0,3,136
2*10*11|1,9,21,66
1*2*10*11|1,8,35,37
3*10*11|1,43,28,58
4*10*11|1,0,7,70
2*4*10*11|1,0,22,39
1*2*4*10*11|1,0,27,27
6*10*11|1,0,7,74
4*6*10*11|1,0,15,34
2*4*6*10*11|1,0,43,19
1*2*4*6*10*11|1,1,50,15
7*10*11|1,0,7,86
2*7*10*11|1,1,19,43
3*7*10*11|1,0,14,38
4*7*10*11|1,10,36,35
2*4*7*10*11|1,13,61,21
5*7*10*11|1,158,141,33
6*7*10*11|1,0,15,50
2*6*7*10*11|1,2,36,26
3*6*7*10*11|1,0,27,25
4*6*7*10*11|1,8,70,19
2*4*6*7*10*11|1,0,82,12
1*2*4*6*7*10*11|1,0,96,9
5*6*7*10*11|1,5,79,15
4*5*6*7*10*11|1,0,167,4
2*8*10*11|1,1,19,34
3*8*10*11|1,0,12,32
2*4*8*10*11|1,0,38,20
3*4*8*10*11|1,0,24,17
2*4*6*8*10*11|1,0,72,9
7*8*10*11|1,0,13,41
2*7*8*10*11|1,0,36,21
3*7*8*10*11|1,0,25,20
4*7*8*10*11|1,3,62,16
2*4*7*8*10*11|1,2,104,10
6*7*8*10*11|1,0,26,23
2*6*7*8*10*11|1,0,67,12
3*6*7*8*10*11|1,0,48,14
4*6*7*8*10*11|1,23,195,8
9*10*11|1,8,21,67
2*9*10*11|1,10,54,33
1*2*9*10*11|1,0,55,16
3*9*10*11|1,2,39,20
4*9*10*11|1,5,25,36
2*4*9*10*11|1,13,127,19
1*2*4*9*10*11|1,5,133,10
3*4*9*10*11|1,5,87,11
1*2*5*9*10*11|1,0,67,11
4*6*9*10*11|1,2,49,16
1*2*4*6*9*10*11|1,1,145,6
1*2*5*6*9*10*11|1,0,74,6
2*8*9*10*11|1,2,96,17
3*8*9*10*11|1,0,67,11
4*8*9*10*11|1,3,44,18
2*4*8*9*10*11|1,7,220,10
3*4*8*9*10*11|1,0,149,6
4*6*8*9*10*11|1,4,84,8
